color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Jean-Marie Poiré,8,118,8,11,Philippe Nahon,106,66000000,Comedy|Family|Fantasy|Sci-Fi,Christian Clavier,Les couloirs du temps: Les visiteurs II ,7147,182,Marie-Anne Chazel,0,jewel|knight|magical potion|sequel|time travel comedy,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1,16,French,France,N/A,23030000,1998,56,6,2.35,136
Color,Alejandro Amenábar,140,106,448,648,Aaron Ashmore,9000,17671101,Crime|Drama|Mystery|Thriller,Emma Watson,Regression ,20821,10982,Julian Richings,1,inspired by true events|memory|minnesota|police|year 1990,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,62,English,USA,R,20000000,2015,750,5.7,2.35,0
Color,Peter Pau Tak-Hai,N/A,103,23,51,Traci Dinwiddie,344,0,Romance|Short,Necar Zadegan,The Touch ,118,726,Elea Oberon,0,lesbian|paris france|period piece|poem|poetess,http://www.imdb.com/title/tt1128219/?ref_=fn_tt_tt_1,N/A,English,USA,N/A,0,2002,281,5.2,1.85,30
Color,Daniel Lee,29,101,10,60,Sammo Kam-Bo Hung,483,0,Action|Drama|History|War,Andy Lau,Three Kingdoms: Resurrection of the Dragon ,5154,1113,Andy On,3,art of war|china|civil war|female warrior|musician,http://www.imdb.com/title/tt0882978/?ref_=fn_tt_tt_1,29,Mandarin,China,R,0,2008,472,6.2,2.35,314
Color,Luis Prieto,29,92,5,716,Nicholas Lea,18000,0,Crime|Drama|Thriller,Gerard Butler,Shattered ,25450,20472,Callum Rennie,1,daughter|gun|nanny|sociopath|suburb,http://www.imdb.com/title/tt0489664/?ref_=fn_tt_tt_1,118,English,Germany,R,0,2022,867,6.7,2.35,0
Color,Wayne Thornley,39,83,0,700,Phil LaMarr,12000,0,Adventure|Animation|Comedy|Family,Leonard Nimoy,Zambezia ,5203,15680,Noureen DeWulf,0,bird|city name in title|falcon|one word title|place name in title,http://www.imdb.com/title/tt1488181/?ref_=fn_tt_tt_1,11,English,USA,G,20000000,2012,857,5.8,1.78,1000
Color,Gnana Rajasekaran,2,170,0,7,Michael Lieber,109,0,Biography|Drama|History,Mani Bharathi,Ramanujan ,102,164,Kevin McGowan,0,ramanujan,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1,1,Tamil,India,N/A,0,2014,36,7,2.35,58
Color,Tom Walsh,2,98,2,53,Maggie Wheeler,729,0,Animation,Joey D. Vieira,Dwegons and Leprechauns ,50,1092,Jacqueline Lovell,4,dwegons,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,3,English,USA,PG,0,2014,282,4.8,N/A,70
Color,Jonathan Jakubowicz,N/A,105,23,897,Jurnee Smollett-Bell,22000,5000000,Action|Biography|Drama|Sport,Robert De Niro,Hands of Stone ,178,27425,Edgar Ramírez,0,boxer|boxing|three word title,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1,1,English,USA,R,20000000,2016,2000,7.2,N/A,0
Color,James McTeigue,64,96,160,889,Roger Rees,14000,0,Action|Crime|Thriller,Milla Jovovich,Survivor ,21833,17957,Robert Forster,2,cigarette lighter|death|fire|on the run|terrorist,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1,101,English,USA,PG-13,20000000,2015,1000,5.6,2.35,0
Color,Scott Walker,120,105,17,897,Radha Mitchell,12000,5496951,Crime|Drama|Mystery|Thriller,Nicolas Cage,The Frozen Ground ,43879,16355,Jodi Lyn O'Keefe,3,anchorage alaska|based on true story|pole dancer|serial killer|strip club,http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1,133,English,USA,R,27220000,2013,991,6.4,2.35,11000
Color,Stanley Kubrick,253,144,0,413,Shelley Duvall,888,44781695,Drama|Horror,Scatman Crothers,The Shining ,610333,2560,Joe Turkel,0,breaking down a door|haunted hotel|identical twins|labyrinth|twin sisters,http://www.imdb.com/title/tt0081505/?ref_=fn_tt_tt_1,1320,English,USA,R,19000000,1980,629,8.4,1.37,37000
Color,Rob Hawk,6,90,97,319,Erin O'Brien,731,0,Action|Drama,Kari J. Kramer,Fight Valley ,60,2374,Cabrina Collesides,4,N/A,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1,6,English,USA,N/A,27000000,2016,634,5,N/A,1000
Color,Steve Bacic,N/A,120,N/A,211,Jenni 'Jwoww' Farley,341,0,Comedy|Drama|Reality-TV|Romance,Nicole 'Snooki' Polizzi,"Gone, Baby, Gone             ",29,1462,Paul 'Pauly D' DelVecchio,1,lifestyle,http://www.imdb.com/title/tt1697237/?ref_=fn_tt_tt_1,N/A,English,Canada,TV-14,0,2017,230,6.6,1.33,0
Color,Dean Semler,23,89,0,30,Michael Wong,483,8165212,Action|Crime|Thriller,Andy Lau,Firestorm ,1904,635,Terence Yin,1,die hard scenario|gunfight|hong kong police|police escort attacked|shootout,http://www.imdb.com/title/tt3341072/?ref_=fn_tt_tt_1,12,English,USA,N/A,19000000,1998,91,6.2,2.35,332
Color,Anthony Mann,30,188,75,102,Mel Ferrer,617,4750000,Drama|History|War,James Mason,The Fall of the Roman Empire ,6156,1131,Stephen Boyd,0,2nd century|emperor|european history|loosely based on historical events|roman empire,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1,91,English,USA,Approved,19000000,1964,134,6.7,2.2,560
Color,Daniel Barnz,102,121,33,505,Rosie Perez,1000,5310554,Drama,Holly Hunter,Won't Back Down ,5147,3260,Dante Brown,2,children|inner city|parent|school|teacher,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1,37,English,USA,PG,0,2012,919,6.4,2.35,0
Color,James Schamus,63,110,44,85,Sarah Gadon,8000,3924527,Drama,Logan Lerman,Indignation ,550,8972,Tracy Letts,0,based on novel,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1,3,English,USA,R,0,2016,691,7.8,2,599
Color,Oxide Pang Shun,23,107,15,27,Angelica Lee,82,0,Action,Louis Koo,Out of Inferno ,625,151,Ching Wan Lau,2,N/A,http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1,4,Mandarin,China,PG-13,0,2013,39,5.7,1.85,124
Color,Hunter Stephenson,20,129,N/A,650,Melinda Clarke,828,0,Comedy|Drama|Romance,Peter Gallagher,The O.C.             ,65785,2546,Tate Donovan,8,california|lawyer|love|orange county california|wealth,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1,281,English,UK,TV-PG,0,2023,787,7.5,1.78,0
Color,Mike Nichols,45,121,0,191,Bob Balaban,643,24911670,Comedy|Drama|War,Bob Newhart,Catch-22 ,17277,2032,Martin Balsam,0,catch 22|friend|insanity|kneed in the groin|military,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,124,English,USA,R,18000000,1970,559,7.2,2.35,0
Color,Brian De Palma,120,108,0,101,Dennis Franz,517,12000000,Mystery|Thriller,Nancy Allen,Blow Out ,27629,1067,John McMartin,0,conspiracy|political conspiracy|recording|sound|truth,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,149,English,USA,R,18000000,1981,376,7.4,2.35,2000
Color,Bruce Beresford,83,117,78,238,Suzie Steen,989,23900000,Biography|Drama|Music|Romance,Bruce Greenwood,Mao's Last Dancer ,6091,1598,Aden Young,0,ballet|beijing|dancer|love|village,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,53,English,China,PG,25000000,2009,258,7.4,1.85,0
N/A,Denise Di Novi,14,100,N/A,405,Dylan Walsh,654,17800000,Drama|Mystery,Poppy Montgomery,Unforgettable             ,12854,1906,Dallas Roberts,1,hyperthymesia|new york city|police,http://www.imdb.com/title/tt1842530/?ref_=fn_tt_tt_1,44,English,USA,N/A,12000000,2017,426,6.7,N/A,0
Color,Michael Hoffman,15,117,662,161,Anna Harr,662,4005941,Horror,Zack Ward,Restoration ,436,1498,James Cullen Bressack,0,N/A,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,6,English,USA,N/A,19000000,1995,290,4,N/A,378
Color,Nimród Antal,103,93,190,151,Mackenzie Gray,364,7972967,Music,James Hetfield,Metallica Through the Never ,13359,1083,Lars Ulrich,0,headbanger|metallica|roadie|song in title|standing on the roof of a car,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,56,English,USA,R,18000000,2013,253,7.2,2.35,19000
Color,Gregor Jordan,97,98,34,394,Brad Renfro,663,382174,Crime|Drama|Thriller,Austin Nichols,The Informers ,14324,2215,Lou Taylor Pucci,1,breasts|female nudity|male pubic hair|pubic hair|sex scene,http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1,93,English,USA,R,18000000,2008,551,5.1,2.35,1000
Color,Olivier Assayas,108,339,N/A,30,Nora von Waldstätten,897,871279,Biography|Crime|Drama|Thriller,Edgar Ramírez,Carlos             ,10111,1032,Katharina Schüttler,0,opec|pubic hair|revolutionary|terrorism|true crime,http://www.imdb.com/title/tt1321865/?ref_=fn_tt_tt_1,36,English,Germany,Not Rated,18000000,2010,30,7.7,2.35,0
Color,Franklin J. Schaffner,55,125,76,801,Anne Meara,1000,19000000,Drama|Thriller,Laurence Olivier,The Boys from Brazil ,20660,4659,Steve Guttenberg,3,1970s|jew|nazi|nazi hunter|paraguay,http://www.imdb.com/title/tt0077269/?ref_=fn_tt_tt_1,123,English,USA,R,12000000,1978,837,7,1.85,0
Color,Cheryl Dunye,33,86,17,581,Marsha Thomason,873,18490423,Comedy,Michael Imperioli,My Baby's Daddy ,3119,3646,Bai Ling,5,animal costume|break up|fatherhood|rapper|talking baby,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,18,English,USA,PG-13,12000000,2004,691,4.5,1.85,151
Color,Lionel C. Martin,11,93,3,324,Gilbert Gottfried,1000,13960203,Comedy,Bernie Mac,How to Be a Player ,2301,2939,Lark Voorhies,2,breaking the fourth wall|doorman|friend|party|sex,http://www.imdb.com/title/tt0119326/?ref_=fn_tt_tt_1,15,English,USA,R,0,1997,560,5.3,1.85,439
Color,Sanaa Hamri,70,100,43,696,Laz Alonso,988,21520719,Comedy|Romance|Sport,Common,Just Wright ,10103,3906,Mehcad Brooks,1,basketball|basketball player|nba|physical therapist|therapist,http://www.imdb.com/title/tt1407061/?ref_=fn_tt_tt_1,36,English,USA,PG,0,2010,826,5.8,2.35,0
Color,Jonathan Demme,232,113,438,471,Rosemarie DeWitt,11000,16937968,Drama|Romance,Anne Hathaway,Rachel Getting Married ,41226,12274,Bill Irwin,1,12 step program|friend|maid of honor|tears|wedding,http://www.imdb.com/title/tt1084950/?ref_=fn_tt_tt_1,281,English,USA,R,0,2008,536,6.7,1.85,0
Color,Bob Rafelson,34,122,30,85,Michael Lerner,1000,12376625,Crime|Drama|Romance|Thriller,Anjelica Huston,The Postman Always Rings Twice ,16764,1456,John Colicos,0,adultery|drifter|lunch wagon|murder|neo noir,http://www.imdb.com/title/tt0082934/?ref_=fn_tt_tt_1,48,English,USA,R,12000000,1981,230,6.6,1.85,1000
Color,Peter Webber,160,101,73,1000,Colin Firth,19000,31500000,Biography|Drama|Romance,Scarlett Johansson,Girl with a Pearl Earring ,60171,34700,Tom Wilkinson,0,17th century|girl|maid|painter|painting,http://www.imdb.com/title/tt0335119/?ref_=fn_tt_tt_1,296,English,UK,PG-13,10500000,2003,14000,7,2.35,0
Color,Roger Spottiswoode,2,100,55,212,Treat Williams,3000,0,Adventure|Crime|Thriller,Robert Duvall,The Pursuit of D.B. Cooper ,763,4277,Paul Gleason,0,escape|jumping from an airplane|money|parachute|ransom,http://www.imdb.com/title/tt0082958/?ref_=fn_tt_tt_1,10,English,USA,PG,0,1981,642,5.7,1.85,135
Color,Lawrence Kasdan,57,103,759,820,Mark Duplass,967,1157257,Comedy|Drama|Romance,Dianne Wiest,Darling Companion ,2551,3878,Sam Shepard,1,dog|marriage|search|wedding|woods,http://www.imdb.com/title/tt1730687/?ref_=fn_tt_tt_1,25,English,USA,PG-13,0,2012,830,5.1,2.35,0
Color,Zhang Yimou,101,95,611,3,Ni Yan,9,0,Comedy|Drama,Honglei Sun,"A Woman, a Gun and a Noodle Shop ",2410,18,Dahong Ni,1,betrayal|husband wife relationship|murder|noodles|salary,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,20,Mandarin,China,R,0,2009,4,5.7,2.35,784
Color,Vincenzo Natali,82,95,165,280,Jeremy Northam,686,898365,Mystery|Romance|Sci-Fi|Thriller,David Hewlett,Cypher ,27052,1501,Kari Matchett,2,brainwashing|corporate espionage|spy|suburb|surprise ending,http://www.imdb.com/title/tt0284978/?ref_=fn_tt_tt_1,124,English,USA,R,7500000,2002,327,6.8,1.85,0
Color,Lijun Sun,5,89,0,188,Tom Arnold,970,3699225,Action|Adventure|Animation|Comedy|Family,Jon Heder,Legend of Kung Fu Rabbit ,408,1854,Rebecca Black,0,anthropomorphic animal|china|furry|rabbit,http://www.imdb.com/title/tt1876517/?ref_=fn_tt_tt_1,12,Mandarin,China,PG,19000000,2011,618,3.2,N/A,211
Color,Takashi Yamazaki,44,131,7,16,Meisa Kuroki,84,49827298,Action|Adventure|Drama|Sci-Fi,Takuya Kimura,Space Battleship Yamato ,4899,164,Hiroyuki Ikeuchi,0,alien|battleship|message|radiation|yamato,http://www.imdb.com/title/tt1477109/?ref_=fn_tt_tt_1,49,Japanese,Japanese,TV-14,12000000,2010,33,6.1,2.35,0
Color,Christopher Smith,156,98,76,42,Michael Dorman,181,1594955,Fantasy|Mystery|Thriller,Rachael Carpani,Triangle ,64423,433,Emma Lung,1,deja vu|lost at sea|ship|time loop|trapped in a time loop,http://www.imdb.com/title/tt1187064/?ref_=fn_tt_tt_1,293,English,UK,R,12000000,2009,168,6.9,2.35,13000
Color,Timothy Hines,1,111,0,247,Kelly LeBrock,1000,0,Drama,Christopher Lambert,10 Days in a Madhouse ,314,2059,Alexandra Callas,1,N/A,http://www.imdb.com/title/tt3453052/?ref_=fn_tt_tt_1,10,English,USA,R,1200000,2015,445,7.5,1.85,26000
Color,Randall Wallace,82,99,130,79,Connor Corum,399,101300000,Biography|Drama,Jacob Vargas,Heaven Is for Real ,21034,663,Rob Moran,N/A,based on true story|christ|christian|near death experience|pastor,http://www.imdb.com/title/tt1929263/?ref_=fn_tt_tt_1,153,English,Canada,PG,12000000,2014,116,5.8,2.35,23000
Color,David Winters,3,89,49,84,Matt Marr,551,0,Family|Musical,Gary Daniels,Dancin' It's On ,105,895,Ginger Jensen,6,N/A,http://www.imdb.com/title/tt2598580/?ref_=fn_tt_tt_1,7,English,USA,PG,0,2015,85,2.8,N/A,634
Color,Na Hong-jin,77,156,43,0,Jun Kunimura,45,49851770,Fantasy|Horror|Mystery|Thriller,Jung-min Hwang,The Wailing ,2379,50,Woo-hee Chun,0,policeman|stranger|supernatural|village|vomiting,http://www.imdb.com/title/tt5215952/?ref_=fn_tt_tt_1,24,Korean,South Korea,Not Rated,10951000,2016,5,7.7,2.35,0
Color,Eric Lavaine,17,98,0,5,Julie Engelbrecht,186,14348529,Comedy,Lambert Wilson,Barbecue ,1673,253,Lionel Abelanski,1,N/A,http://www.imdb.com/title/tt3202120/?ref_=fn_tt_tt_1,1,French,France,N/A,6000000,2014,41,6.1,2.35,348
Color,David Mamet,44,107,8,558,Joshua Mikel,22000,28500000,Action|Crime|Thriller,Robert De Niro,Heist ,16198,24154,D.B. Sweeney,1,bus|die hard scenario,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,57,English,USA,R,35000000,2001,1000,6.1,2.35,0
Color,Julian Jarrold,91,102,11,35,Warren Clarke,10000,0,Crime|Drama|Mystery|Thriller,Andrew Garfield,Red Riding: In the Year of Our Lord 1974 ,9305,10369,John Henshaw,0,ejected from a moving vehicle|gun held to head|handcuffs|shot multiple times|strangulation,http://www.imdb.com/title/tt1259574/?ref_=fn_tt_tt_1,44,English,UK,Not Rated,9000000,2009,281,7.1,1.85,0
Color,Tate Taylor,66,112,25,98,Ronit Elkabetz,963,173200000,Drama,Catherine Deneuve,The Girl on the Train ,1219,1375,Émilie Dequenne,1,bar mitzvah|lawyer|train|wealth|wrestler,http://www.imdb.com/title/tt1183672/?ref_=fn_tt_tt_1,14,English,USA,Unrated,45000000,2016,168,6,2.35,120
Color,Emily Young,19,103,6,664,Erika Christensen,4000,1709178,Drama|Romance,Sarah Michelle Gellar,Veronika Decides to Die ,10100,6426,Jonathan Tucker,1,boyfriend girlfriend relationship|female protagonist|letter of resignation|mental hospital|sex,http://www.imdb.com/title/tt1068678/?ref_=fn_tt_tt_1,42,English,USA,R,9000000,2009,931,6.5,2.35,3000
Color,Martyn Pick,19,76,4,151,Steven Waddington,722,0,Action|Animation|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Sean Pertwee,"Ultramarines: A Warhammer 40,000 Movie ",4990,1254,Donald Sumpter,0,grimdark|mutilated corpse|space marine|ultramarines|warhammer 40k,http://www.imdb.com/title/tt1679332/?ref_=fn_tt_tt_1,64,English,USA,R,0,2010,212,5.7,1.85,0
Color,Roland Suso Richter,33,90,3,327,Sarah Polley,1000,72962,Mystery|Sci-Fi|Thriller,Stephen Graham,The I Inside ,9296,2310,Stephen Rea,2,2000s|hospital|man in a wheelchair|year 2000|year 2002,http://www.imdb.com/title/tt0325596/?ref_=fn_tt_tt_1,57,English,USA,R,8800000,2004,900,6.1,2.35,458
Color,Jeremy Sims,17,122,8,59,Gyton Grantley,174,0,Drama|History|War,Harrison Gilbertson,Beneath Hill 60 ,5741,498,Steve Le Marquand,12,blue clay|diversion|ends with biographical notes|ends with historical notes|tunnel,http://www.imdb.com/title/tt1418646/?ref_=fn_tt_tt_1,39,English,Australia,R,7347125,2010,109,7.1,2.35,0
Color,Maïwenn,163,123,236,68,Maïwenn,580,20374201,Crime|Drama,Riccardo Scamarcio,Polisse ,10796,1129,Karin Viard,1,abusive parent|child molester|child protection|photographer|police,http://www.imdb.com/title/tt1661420/?ref_=fn_tt_tt_1,33,French,France,Not Rated,0,2011,236,7.3,1.85,0
Color,Dave Filoni,47,98,N/A,265,James Arnold Taylor,668,68282844,Action|Adventure|Animation|Drama|Fantasy|Sci-Fi,Dee Bradley Baker,Star Wars: The Clone Wars             ,28190,1484,Tom Kane,0,begins with narration|female warrior|inbetwequel|jedi knight|war against machines,http://www.imdb.com/title/tt0458290/?ref_=fn_tt_tt_1,73,English,USA,TV-PG,8500000,2008,296,7.9,2.35,2000
Color,Joel Schumacher,147,97,541,673,Jami Gertz,967,32222567,Comedy|Fantasy|Horror,Dianne Wiest,The Lost Boys ,92924,4458,Jason Patric,3,1980s|california|death|small town|vampire,http://www.imdb.com/title/tt0093437/?ref_=fn_tt_tt_1,339,English,USA,R,8500000,1987,847,7.2,2.35,19000
Color,Roger Vadim,107,98,35,170,David Hemmings,949,2500000,Adventure|Comedy|Fantasy|Sci-Fi,Jane Fonda,Barbarella ,24436,1510,Milo O'Shea,2,41st century|angel|future|laser gun|space opera,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,186,English,France,PG,9000000,1968,178,5.9,2.35,0
Color,Frodo Kuipers,6,5,8,3,Louisa Milwood-Haigh,35,0,Adventure|Family,Bjørn Sundquist,Shipwrecked ,1984,47,Stian Smestad,2,boy|island|pirate|ship|treasure,http://www.imdb.com/title/tt0099816/?ref_=fn_tt_tt_1,14,English,USA,PG,0,2005,6,6.7,2.35,278
Color,Mira Nair,167,122,300,341,Brooke Smith,579,20354321,Drama,Jacinda Barrett,The Namesake ,16530,1637,Tabu,1,bengali|india|reference to gogol|train|train crash,http://www.imdb.com/title/tt0433416/?ref_=fn_tt_tt_1,117,English,USA,PG-13,12000000,2006,405,7.6,1.85,0
Color,Tom Elkins,79,101,14,559,Cicely Tyson,1000,5127434,Drama|Horror|Mystery|Thriller,Abigail Spencer,The Haunting in Connecticut 2: Ghosts of Georgia ,13167,3164,Brad James,0,daughter|georgia|mother|slave|trailer,http://www.imdb.com/title/tt1457765/?ref_=fn_tt_tt_1,57,English,USA,R,8000000,2013,907,5.3,2.35,0
Color,Kang Woo-suk,15,135,0,13,Sung-kee Ahn,28,0,Action|Drama,Yu-mi Jeong,Silmido ,3290,97,Kyung-gu Sol,0,based on book|based on true story|rape|title spoken by character,http://www.imdb.com/title/tt0387596/?ref_=fn_tt_tt_1,17,Korean,South Korea,N/A,8000000,2003,15,7.2,2.35,387
Color,J.C. Chandor,346,106,78,N/A,N/A,0,6108720,Action|Adventure|Drama,Robert Redford,All Is Lost ,59545,0,N/A,0,boat|container|sea|shipping container|storm,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,312,English,USA,PG-13,9000000,2013,N/A,6.9,2.35,18000
Color,Vipul Amrutlal Shah,15,131,11,119,Clive Standen,3000,0,Comedy|Drama|Romance,Katrina Kaif,Namastey London ,13577,4004,Riteish Deshmukh,2,india|london england|marriage|stereotype|sugarcane,http://www.imdb.com/title/tt0795434/?ref_=fn_tt_tt_1,47,Hindi,India,N/A,0,2007,687,7.3,N/A,341
Color,Ken Loach,169,127,644,6,Orla Fitzgerald,97,22900000,Drama|War,Padraic Delaney,The Wind That Shakes the Barley ,36846,128,Martin Lucey,1,civil war|colonialism|hatred|independence|rural ireland,http://www.imdb.com/title/tt0460989/?ref_=fn_tt_tt_1,222,English,Ireland,Not Rated,6500000,2006,8,7.5,1.85,0
Color,Ayan Mukerji,25,160,0,417,Madhuri Dixit,964,46000000,Comedy|Drama|Musical|Romance,Ranbir Kapoor,Yeh Jawaani Hai Deewani ,25122,2350,Aditya Roy Kapoor,2,jealousy|jumping into sea|love|swimming pool|wet clothes,http://www.imdb.com/title/tt2178470/?ref_=fn_tt_tt_1,102,Hindi,India,Not Rated,7700000,2013,551,6.9,N/A,0
Color,Mervyn LeRoy,54,171,54,346,Deborah Kerr,440,21037000,Biography|Drama|History|Romance,Peter Ustinov,Quo Vadis ,9808,1373,Robert Taylor,0,christian|emperor|general|hostage|nero,http://www.imdb.com/title/tt0043949/?ref_=fn_tt_tt_1,90,English,USA,Passed,7623000,1951,426,7.2,1.37,1000
 Black and White,Edwin S. Porter,23,12,735,20,Michael Elphick,187,0,Adventure|Crime|Drama|Thriller,Lesley-Anne Down,The Great Train Robbery ,11623,297,Pamela Salem,2,bank|gold|key|safe|train,http://www.imdb.com/title/tt0079240/?ref_=fn_tt_tt_1,50,English,USA,PG,150,1903,34,7,1.85,643
Color,Lynne Ramsay,75,97,159,53,Bryan Dick,631,0,Drama,Samantha Morton,Morvern Callar ,6906,841,Paul Popplewell,0,breasts|cleavage|female rear nudity|girl in panties|public nudity,http://www.imdb.com/title/tt0300214/?ref_=fn_tt_tt_1,111,English,UK,R,0,2002,104,6.7,1.85,605
Color,Claude Chabrol,60,104,324,27,Nathalie Baye,173,0,Drama,Benoît Magimel,The Flower of Evil ,2591,282,Mélanie Doutey,5,bordeaux|election|mayor|pamphlet|political thriller,http://www.imdb.com/title/tt0322289/?ref_=fn_tt_tt_1,36,French,France,R,0,2003,67,6.6,1.66,52
N/A,Wayne Wang,56,104,61,451,Russell Wong,974,1332231,Drama|History,Bingbing Li,Snow Flower and the Secret Fan ,3024,2430,Ji-hyun Jun,0,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1,22,English,USA,PG-13,134005,2011,595,6.1,2.35,0
Color,Fred Zinnemann,38,117,160,898,Jane Fonda,11000,20700000,Drama,Meryl Streep,Julia ,6454,15604,Vanessa Redgrave,2,1930s|female protagonist|nazi|romantic friendship|writer,http://www.imdb.com/title/tt0076245/?ref_=fn_tt_tt_1,44,English,USA,PG,7840000,1977,949,7.4,1.85,733
 Black and White,Tony Kaye,47,152,194,0,Pat Buchanan,103,25,Documentary,Noam Chomsky,Lake of Fire ,2143,105,Bill Baird,0,abortion|southern accent|title based on the bible|trial|usa,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1,29,English,USA,Unrated,0,2006,2,8.3,N/A,570
Color,Greg Marcks,68,86,9,407,Barbara Hershey,861,0,Comedy|Crime|Drama,Henry Thomas,11:14 ,38273,2200,Shawn Hatosy,1,convenience store|multiple perspectives|murder|paramedic|van,http://www.imdb.com/title/tt0331811/?ref_=fn_tt_tt_1,133,English,Canada,R,6000000,2003,618,7.2,1.85,0
Color,Billy Corben,19,98,17,259,Kevin Tighe,636,0,Action|Drama|Thriller,Catherine Bell,Men of War ,2989,2152,Tim Guinee,1,cockney accent|fight|island|machismo|mercenary,http://www.imdb.com/title/tt0110490/?ref_=fn_tt_tt_1,38,English,Canada,R,0,2024,472,5.8,2.35,176
Color,Jake Goldberger,39,87,2,99,M. Emmet Walsh,592,0,Drama|Mystery|Thriller,Pruitt Taylor Vince,Don McKay ,2050,1227,Robert Wahlberg,1,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1,17,English,USA,R,0,2009,521,5.9,1.85,275
Color,Vic Sarin,37,101,24,130,Aidan Quinn,933,0,Drama|Family,Connie Nielsen,A Shine of Rainbows ,1696,1940,John Bell,2,island|love|new home|orphan|rainbow,http://www.imdb.com/title/tt1014774/?ref_=fn_tt_tt_1,19,English,Ireland,PG,6000000,2009,767,7.2,2.35,1000
Color,William Kaufman,26,90,58,787,Sean Cook,848,0,Action|Thriller,Drew Waters,The Hit List ,10196,3469,Cole Hauser,1,die hard scenario|engineer|held at gunpoint|race against time|shot to death,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1,39,English,USA,R,6000000,2011,816,5.4,1.85,0
Color,Diarmuid Lawrence,10,107,N/A,334,Blake Ritson,805,0,Comedy|Drama|Romance,Romola Garai,Emma             ,10388,2563,Rupert Evans,1,friendship|love triangle|matchmaker|naivety|opposites attract,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,50,English,USA,N/A,0,1996,432,8.2,1.78,0
Color,David Cronenberg,179,88,0,15,Leslie Carlson,391,2120439,Horror|Mystery|Sci-Fi|Thriller,Debbie Harry,Videodrome ,60522,477,Reiner Schwarz,0,cyberpunk|hallucination|illegality|snuff film|surrealism,http://www.imdb.com/title/tt0086541/?ref_=fn_tt_tt_1,228,English,Canada,R,5952000,1983,20,7.3,1.85,0
Color,Kate Barker-Froyland,43,86,4,444,Shawn Parsons,11000,32251,Drama|Music,Anne Hathaway,Song One ,6797,12772,Li Jun Li,1,musician|number in title|recording|sibling,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,21,English,USA,PG-13,6000000,2014,485,5.8,N/A,0
N/A,Charles Matthau,13,90,139,1000,Michael Jai White,2000,0,Comedy|Crime|Thriller,Billy Burke,Freaky Deaky ,6741,6569,Bill Duke,0,black panties|bomb squad|car bomb|dynamite|girl in panties,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,11,English,USA,R,0,2012,2000,6.5,N/A,0
 Black and White,John Frankenheimer,64,133,287,28,Paul Scofield,343,6800000,Thriller|War,Jeanne Moreau,The Train ,10119,502,Michel Simon,0,art|french|german|painting|train,http://www.imdb.com/title/tt0059825/?ref_=fn_tt_tt_1,124,English,USA,Unrated,5800000,1964,94,7.9,1.66,0
